Architect,Condition,Construction Date,Contributing to a National Register District,Current Function,Former Street Number,Historic Function,Integrity,Landmark or National Register,Listing in Existing Survey,National Register Criterion,Noteworthy Buildings Less Than 50 Years Old,PIN Number(s),Potentially Contributing to a  National Register District,Reason for Significance,Secondary Structure,Secondary Structure Condition,Secondary Structure Integrity,Significant,Street,Street Number,Survey Area,Alterations,Architect 1 Information,Architect 2 Information,Architectural Classification or Style,Category,Construction Cost,Contractor 1 Information,Contractor 2 Information,Current Name,Current Wall Material 1,Current Wall Material 2,Direction,Door,Door Detailing,Dormers,Foundation Material or Form,Historic Name,Landscape or Streetscape,Listed in an Existing Survey,Notes,Number of Stories,Origional Building Owner,Origional Wall Material 1,Origional Wall Material 2,Ornamentation,Permit,Porch,Preparer,Preparer Organization or Entity,Research or Archival Information,Roof Material,Roof Ornamentation,Roof Type,Significant Features,Storefront Material,Storm Door,Subdivision,Survey Date,Vernacular Styles or Building Form,Wall Detailing or Ornamentation,Window Configuration,Window Detail,Window Material 1,Window Material 2,Window Storms,Window Type
-,Poor,1879,-,Single Family Residential Building,89,Single Family Residential Building,Good,No,-,-,-,15-12-217-003-0000,No,-,Garage,-,-,No,Holly Court,7343,3,house lifted on tall concrete foundation  resided,-,-,-,-,-,-,-,-,Aluminum Siding,-,-,-,-,-,Concrete/Concrete Block,-,-,-,-,1.5,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Cross gabled,-,-,-,-,August 21 2012,Gable Front Cottage/House,-,-,-,-,-,-,-
-,Excellent,1961,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-12-217-002-0000,No,-,Garage,-,-,No,Holly Court,7347,3,-,-,-,Mid-Century Modern,-,-,-,-,-,Brick,Stone,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped with Cross Gable,-,-,-,-,August 21 2012,Ranch,-,-,-,-,-,-,-
-,Excellent,1924,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,C,-,15-12-217-001-0000,Yes,One of the grand bungalows in River Forest and designed in a rare Tudor Revival style.  It also retains a high level of integrity.,Garage,Excellent,Excellent,Yes,William Street,523,3,-,-,-,Tudor Revival,-,-,-,-,-,Brick,Stucco,-,-,-,Shed,-,-,-,-,-,1.5,-,Brick,Stucco,Half timbering  shutters,-,Entrance,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Hipped with Cross Gable,Ivy covered  yard has a pond,-,-,-,August 21 2012,Bungalow,Timbering,1 over 1,Ribbon,Wood,-,Yes,Casement
-,Excellent,1924,-,Multi Family Residential Building,364,Multi Family Residential Building,Excellent,No,-,-,-,15-12-216-014-1001  15-12-216-014-1002,Yes,-,Garage,Excellent,Good,No,Bonnie Brae Place,554,3,-,-,Tallmadge and Watson (apartment),Colonial Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,Appears to have been built as a duplex  outbuilding seems to be an original apartment.  Tallmadge and Watson is credited with the design of an apartment for Mrs. Carroll but do not have appeared to have designed the building itself.,2,-,-,-,entry canopy,-,-,Doug Gilbert  Douglas Gilbert Architect,-,Guidebook to the Architecture of River Forest,Slate,-,Hipped,-,-,-,-,August 21 2012,-,-,-,-,-,-,-,-
-,Excellent,1921,-,Single Family Residential Building,261,Single Family Residential Building,Poor,No,-,-,-,15-12-216-013-0000,No,-,Attached Garage,-,-,No,Bonnie Brae Place,534,3,massive rear and side audition  little historic character remaining,-,-,-,-,-,-,-,-,Stucco,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped with Cross Gable,-,-,-,-,August 21 2012,Foursquare,-,-,-,-,-,-,-
-,Good,1922,-,Single Family Residential Building,265,Single Family Residential Building,Good,No,-,-,-,15-12-216-012-0000,Yes,-,Garage,Excellent,Poor,No,Bonnie Brae Place,538,3,porch infill,-,-,Prairie,-,-,-,-,-,Stucco,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,August 21 2012,Foursquare,-,-,-,-,-,-,-
-,Good,1879,-,Single Family Residential Building,267,Single Family Residential Building,Poor,No,-,-,-,15-12-216-011-0000,No,-,Garage,Poor,Good,No,Bonnie Brae Place,544,3,brick base seems to be a modern addition  little original character remaining,-,-,-,-,-,-,-,-,Brick,Stucco,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Front Gabled,-,-,-,-,August 21 2012,Gable Front Cottage/House,-,-,-,-,-,-,-
-,Excellent,2005,-,Single Family Residential Building,56,-,-,No,-,-,-,15-12-216-009-0000,No,-,Garage,Excellent,-,No,Holly,7310,3,-,-,-,Late Modern Eclectic,-,-,-,-,-,Fiber Cement,-,-,-,-,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped with Cross Gable,-,-,-,-,August 21 2012,-,-,-,-,-,-,-,-
-,Excellent,1923,-,Single Family Residential Building,55,Single Family Residential Building,Good,No,-,-,-,15-12-216-008-0000,Yes,-,Garage,Good,Good,No,Quick Avenue,7307,3,resided,-,-,-,-,-,-,-,-,Vinyl Siding,-,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Front Gabled,-,-,-,-,August 21 2012,Bungalow,-,-,-,-,-,-,-
-,Excellent,1920s,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-12-216-007-0000,Yes,-,Garage,Excellent,Excellent,No,Quick Avenue,7311,3,-,-,-,-,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,assessor lists date as 1896 but it is clearly a 20th century bungalow,1.5,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Front Gabled,-,-,-,-,August 21 2012,Bungalow,-,-,-,-,-,-,-
-,Excellent,1951,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-12-216-006-0000,No,-,Attached Garage,-,-,No,Clinton Place,535,3,-,-,-,Mid-Century Modern,-,-,-,-,-,Brick,Stone,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped with Cross Gable,-,-,-,-,August 21 2012,Ranch,-,-,-,-,-,-,-
-,Good,1923,-,Single Family Residential Building,262,Single Family Residential Building,Excellent,No,-,-,-,15-12-216-005-0000,Yes,-,Garage,Good,Excellent,No,Clinton Place,539,3,-,-,-,Colonial Revival,-,-,-,-,-,Wood clapboard,-,-,-,-,-,-,-,-,-,-,2,-,-,-,classical portico,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Gambrel,-,-,-,-,August 21 2012,-,-,-,-,-,-,-,-
-,Excellent,1919,-,Single Family Residential Building,266,Single Family Residential Building,Good,No,-,-,-,15-12-216-004-0000,Yes,-,Garage,Good,Good,No,Clinton Place,543,3,shutters added  replacement windows,-,-,-,-,-,-,-,-,Stucco,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,August 21 2012,Foursquare,-,-,-,-,-,-,-
-,Excellent,1924,-,Single Family Residential Building,-,Single Family Residential Building,Good,No,-,-,-,15-12-216-003-0000,Yes,-,Carriage House,Excellent,Poor,No,Clinton Place,551,3,resided,-,-,Colonial Revival,-,-,-,-,-,Brick,Vinyl Siding,-,-,-,-,-,-,-,-,-,2,-,-,-,classical portico,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Gambrel,-,-,-,-,August 21 2012,-,-,-,-,-,-,-,-
-,Excellent,1924,-,Single Family Residential Building,278,Single Family Residential Building,Good,No,-,-,-,15-12-216-002-0000,Yes,-,Garage,Good,Good,No,Clinton Place,555,3,porch altered with stone,-,-,-,-,-,-,-,-,Brick,Stone,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,August 21 2012,Foursquare,-,-,-,-,-,-,-
-,Excellent,1923,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-12-216-001-0000,Yes,-,Garage,Poor,Poor,No,Clinton Place,559,3,-,-,-,Italian Renaissance,-,-,-,-,-,Brick,Stucco,-,-,-,-,-,-,-,-,-,2,-,-,-,entry canopy  blind arches,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,August 21 2012,-,-,-,-,-,-,-,-
-,Excellent,1921,-,Single Family Residential Building,257,Single Family Residential Building,Excellent,No,-,-,-,15-12-215-012-0000,Yes,-,Garage,Excellent,Excellent,No,Clinton Place,534,3,-,-,-,-,-,-,-,-,-,Brick,Wood Shingles,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Hipped,-,-,-,-,August 21 2012,Bungalow,-,-,-,-,-,-,-
-,Excellent,1924,-,Single Family Residential Building,261,Single Family Residential Building,Good,No,-,-,-,15-12-215-011-0000,Yes,-,Garage,Excellent,Excellent,No,Clinton Place,538,3,poor replacement windows  shutters added,-,-,-,-,-,-,-,-,Stucco,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,August 21 2012,Foursquare,-,-,-,-,-,-,-
-,Excellent,1923,-,Single Family Residential Building,265,Single Family Residential Building,Excellent,No,-,-,-,15-12-215-010-0000,Yes,-,Garage,Excellent,Excellent,No,Clinton Place,542,3,-,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,August 21 2012,-,-,-,-,-,-,-,-
-,Excellent,1921,-,Single Family Residential Building,269,Single Family Residential Building,Excellent,No,-,-,-,15-12-215-009-0000,Yes,-,Garage,Good,Excellent,No,Clinton Place,546,3,small 2nd floor porch addition,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,classical portico,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Side Gabled,-,-,-,-,August 21 2012,-,-,-,-,-,-,-,-
-,Good,1922,-,Single Family Residential Building,273,Single Family Residential Building,Excellent,No,-,-,-,15-12-215-008-0000,Yes,-,Garage,Good,Good,No,Clinton Place,550,3,rear addition,-,-,Colonial Revival,-,-,-,-,-,Brick,Wood clapboard,-,-,-,-,-,-,-,-,-,2,-,-,-,classical portico,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Side Gabled,-,-,-,-,August 21 2012,-,-,-,-,-,-,-,-
-,Excellent,1925,-,Single Family Residential Building,281,Single Family Residential Building,Excellent,No,-,-,-,15-12-215-007-0000,Yes,-,Attached Garage,-,-,No,Clinton Place,558,3,-,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,classical entry surround  bay window,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,August 21 2012,-,-,-,-,-,-,-,-
-,Excellent,1923,-,Single Family Residential Building,258,Single Family Residential Building,Excellent,No,-,-,-,15-12-215-006-0000,Yes,-,Garage,Good,Good,No,William Street,535,3,replacement windows,-,-,Prairie,-,-,-,-,-,Stucco,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,September 6 2012,Foursquare,-,-,-,-,-,-,-
-,Excellent,1912,-,Single Family Residential Building,264,Single Family Residential Building,Poor,No,-,-,-,15-12-215-005-0000,No,-,Garage,Excellent,Good,No,William Street,539,3,porch infilled  2nd floor addition,-,-,Prairie,-,-,-,-,-,Stucco,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Side Gabled,-,-,-,-,September 6 2012,Bungalow,-,-,-,-,-,-,-
-,Excellent,1914,-,Single Family Residential Building,268,Single Family Residential Building,Excellent,No,-,-,-,15-12-215-004-0000,Yes,-,Garage,Excellent,Poor,No,William Street,547,3,small side deck added,-,-,Craftsman,-,-,-,-,-,Stucco,Wood Shingles,-,-,-,-,-,-,-,-,-,1.5,-,-,-,eaves brackets,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Cross gabled,-,-,-,-,September 6 2012,Bungalow,-,-,-,-,-,-,-
-,Excellent,1913,-,Single Family Residential Building,272,Single Family Residential Building,Good,No,-,-,-,15-12-215-003-0000,Yes,-,Garage,Good,Good,No,William Street,551,3,porch infilled  new porch steps  rear addition,-,-,Craftsman,-,-,-,-,-,Stucco,-,-,-,-,-,-,-,-,-,-,2,-,-,-,eaves brackets,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Front Gabled,-,-,-,-,September 6 2012,Foursquare,-,-,-,-,-,-,-
-,Excellent,1920,-,Single Family Residential Building,276,Single Family Residential Building,Good,No,-,-,-,15-12-215-002-0000,Yes,-,Garage,Excellent,Poor,No,William Street,555,3,replacement windows,-,-,Prairie,-,-,-,-,-,Stucco,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,September 6 2012,Foursquare,-,-,-,-,-,-,-
-,Excellent,1918,-,Single Family Residential Building,280,Single Family Residential Building,Good,No,-,-,-,15-12-215-001-0000,Yes,-,Garage,Excellent,Poor,No,William Street,559,3,rear additions and infill  siding,-,-,Colonial Revival,-,-,-,-,-,Brick,Vinyl Siding,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Gambrel,-,-,-,-,September 6 2012,-,-,-,-,-,-,-,-
-,Excellent,1990s     (1914),-,Single Family Residential Building,281,-,-,No,-,-,-,15-12-214-031-0000,No,-,Garage,Excellent,Good,No,William Street,558,3,-,-,-,Late Modern Eclectic,-,-,-,-,-,Brick,Stucco,-,-,-,-,-,-,-,-,check date,2,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,september 10 2012,-,-,-,-,-,-,-,-
-,Excellent,2000s,-,Single Family Residential Building,-,-,-,No,-,-,-,15-12-214-030-0000,No,-,Attached Garage,-,-,No,William Street,500,3,-,-,-,Late Modern Eclectic,-,-,-,-,-,Brick,Vinyl Siding,-,-,-,-,-,-,-,-,assessor lists date as 1955 but this is a new house,2,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,September 10 2012,-,-,-,-,-,-,-,-
-,Excellent,2000s ,-,Single Family Residential Building,-,-,-,No,-,-,-,15-12-214-029-0000,No,-,Garage,Excellent,Poor,No,William Street,504,3,-,-,-,Late Modern Eclectic,-,-,-,-,-,Brick,Stucco,-,-,-,-,-,-,-,-,assessor lists date as 1955 but it a newer building ,2,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Front Gabled,-,-,-,-,September 10 2012,-,-,-,-,-,-,-,-
-,Excellent,1955,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-12-214-028-0000,Yes,-,Attached Garage,-,-,No,William Street,508,3,-,-,-,-,-,-,D.B. Goodman,-,-,Brick,Stone,-,-,-,-,-,-,-,-,-,1,-,-,-,-,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Cross gabled,-,-,-,-,September 10 2012,Ranch,-,-,-,-,-,-,-
-,Good,1950s,-,Single Family Residential Building,237,Single Family Residential Building,Poor,No,-,-,-,15-12-214-027-0000,No,-,Garage,Good,Poor,No,William Street,514,3,-,-,-,Minimal Traditional,-,-,-,-,-,Brick,Vinyl Siding,-,-,-,-,-,-,-,-,assessor lists date as 1926 but it is 1950s construction or massively altered,2,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped with Cross Gable,-,-,-,-,September 10 2012,-,-,-,-,-,-,-,-
-,Excellent,1926,-,Single Family Residential Building,241,Single Family Residential Building,Poor,No,-,-,-,15-12-214-026-0000,No,-,Garage,Excellent,Poor,No,William Street,518,3,massive and visible rear addition  replacement windows,-,-,-,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,September 10 2012,Foursquare,-,-,-,-,-,-,-
-,Excellent,1926,-,Single Family Residential Building,245,Single Family Residential Building,Excellent,No,-,-,-,15-12-214-025-0000,Yes,-,Garage,Good,Good,No,William Street,522,3,-,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,classical portico  shutters,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Side Gabled,-,-,-,-,September 10 2012,-,-,-,-,-,-,-,-
-,Good,1918,-,Single Family Residential Building,-,Single Family Residential Building,Good,No,-,-,-,15-12-214-024-0000,Yes,-,Garage,Good,Poor,No,William Street,526,3,porch infill,-,-,Prairie,-,-,-,-,-,Wood Shingles,Stucco,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Side Gabled,-,-,-,-,September 10 2012,-,-,-,-,-,-,-,-
-,Excellent,c. 2010,-,Single Family Residential Building,253,-,-,No,-,-,-,15-12-214-023-0000,No,-,Garage,Excellent,-,No,William Street,530,3,-,-,-,Neo Revival,-,-,-,-,-,Brick,Stucco,-,-,-,-,-,-,-,-,assessor lists date as 1919 but it appears brand new,2,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Cross gabled,-,-,-,-,September 10 2012,-,-,-,-,-,-,-,-
-,Excellent,1903,-,Single Family Residential Building,257,Single Family Residential Building,Good,No,-,-,-,15-12-214-022-0000,Yes,-,Garage,Excellent,Poor,No,William Street,534,3,replacement windows  small side addition,-,-,Craftsman,-,-,-,-,-,Stucco,-,-,-,-,-,-,-,-,-,-,2,-,-,-,eaves brackets,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Front Gabled,-,-,-,-,September 10 2012,-,-,-,-,-,-,-,-
-,Excellent,1924,-,Single Family Residential Building,261,Single Family Residential Building,Excellent,No,-,-,-,15-12-214-021-0000,Yes,-,Garage,Good,Excellent,No,William Street,538,3,rear addition,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,portico  shutters,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Side Gabled,-,-,-,-,September 10 2012,-,-,-,-,-,-,-,-
-,Excellent,1909,-,Single Family Residential Building,265,Single Family Residential Building,Good,No,-,-,-,15-12-214-020-0000,Yes,-,Garage,Excellent,Poor,No,William Street,542,3,porch probably replaced with more distinct Craftsmen style,-,-,Craftsman,-,-,-,-,-,Stone,Wood Shingles,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Side Gabled,-,-,-,-,September 10 2012,-,-,-,-,-,-,-,-
-,Excellent,1922,-,Single Family Residential Building,269,Single Family Residential Building,Excellent,No,-,-,-,15-12-214-019-0000,Yes,-,Garage,Excellent,Excellent,No,William Street,546,3,-,-,-,-,-,-,-,-,-,Brick,Stucco,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,September 10 2012,Foursquare,-,-,-,-,-,-,-
-,Excellent,1912,-,Single Family Residential Building,273,Single Family Residential Building,Excellent,No,-,-,-,15-12-214-018-0000,Yes,-,Garage,Good,Poor,No,William Street,550,3,-,-,-,Craftsman,-,-,-,-,-,Stucco,-,-,-,-,-,-,-,-,-,-,2,-,-,-,vergeboard,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Front Gabled,curved porch piers,-,-,-,September 10 2012,Foursquare,-,-,-,-,-,-,-
-,Excellent,1941,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-12-214-014-0000,Yes,-,Garage,Excellent,Poor,No,Monroe Avenue,507,3,-,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,classical portico  shutters,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,September 13 2012,-,-,-,-,-,-,-,-
-,Excellent,1924,-,Single Family Residential Building,-,Single Family Residential Building,Poor,No,-,-,-,15-12-214-013-0000,No,-,Garage,Good,Excellent,No,Monroe Avenue,511,3,massive alterations,-,-,Late Modern Eclectic,-,-,-,-,-,Stucco,Aluminum Siding,-,-,-,-,-,-,-,-,assessor listed as 1924 but clearly remodeled in 1940s or '50s,2,-,-,-,bay windows  shutters  ornamental iron work,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Side Gabled,-,-,-,-,September 13 2012,-,-,-,-,-,-,-,-
-,Excellent,c. 2010,-,Single Family Residential Building,236,-,-,No,-,-,-,15-12-214-012-0000,No,-,Garage,Poor,Excellent,No,Monroe Avenue,515,3,-,-,-,Late Modern Eclectic,-,-,-,-,-,EIFS,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,September 13 2012,-,-,-,-,-,-,-,-
-,Excellent,1922,-,Single Family Residential Building,240,Single Family Residential Building,Excellent,No,-,-,-,15-12-214-011-0000,Yes,-,Carriage House,Excellent,Excellent,No,Monroe Avenue,519,3,appropriate replacement windows,-,-,Prairie,-,$7500,C.H. Sherman,-,-,Stucco,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,September 13 2012,Foursquare,-,-,-,-,-,-,-
-,Excellent,1922,-,Single Family Residential Building,244,Single Family Residential Building,Good,No,Illinois Historic Structures Survey,-,-,15-12-214-010-0000,Yes,-,Garage,Poor,Excellent,No,Monroe Avenue,523,3,stucco may have been added historically  replacement windows,-,-,Colonial Revival,-,$8000,Roy W. Troxel,-,-,Stucco,-,-,-,-,-,-,-,-,-,listed in IL survey for an unknown reason  it is an unremarkable house,2,M. Maher,-,-,classical portico,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,September 13 2012,-,-,-,-,-,-,-,-
-,Excellent,1999,-,Single Family Residential Building,250,-,-,No,-,-,-,15-12-214-009-0000,No,-,Garage,Excellent,-,No,Monroe Avenue,527,3,-,-,-,Neo Revival,-,-,-,-,-,Brick,Fiber Cement,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,September 13 2012,-,-,-,-,-,-,-,-
-,Excellent,1923,-,Single Family Residential Building,254,Single Family Residential Building,Excellent,No,-,-,-,15-12-214-008-0000,Yes,-,Garage,Excellent,Poor,No,Monroe Avenue,531,3,-,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,classical portico  shutters,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Side Gabled,-,-,-,-,September 13 2012,-,-,-,-,-,-,-,-
-,Excellent,1923,-,Single Family Residential Building,258,Single Family Residential Building,Excellent,No,-,-,-,15-12-214-007-0000,Yes,-,Garage,Good,Excellent,No,Monroe Avenue,535,3,-,-,-,-,-,$12000,John L. Davis,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,September 13 2012,Foursquare,-,-,-,-,-,-,-
-,Excellent,1925,-,Single Family Residential Building,262,Single Family Residential Building,Excellent,No,-,-,-,15-12-214-006-0000,Yes,-,Garage,Good,Good,No,Monroe Avenue,539,3,portico columns may have been replaced,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,classical entry  shutters,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Side Gabled,-,-,-,-,September 13 2012,-,-,-,-,-,-,-,-
-,Excellent,1924,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-12-214-005-0000,Yes,-,Garage,Excellent,Poor,No,Monroe Avenue,543,3,-,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,classical portico  shutters,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Side Gabled,-,-,-,-,September 13 2012,-,-,-,-,-,-,-,-
-,Excellent,1920,-,Single Family Residential Building,270,Single Family Residential Building,Poor,No,-,-,-,15-12-214-004-0000,No,-,Garage,Excellent,Poor,No,Monroe Avenue,547,3,resided  shutters added  rear addition,-,-,Colonial Revival,-,$8700,C. W. Gilbert,-,-,Vinyl Siding,-,-,-,-,-,-,-,-,-,assessor lists as built in 1924 but clearly remodeled circa 1950s,2,G.W. Donaldson,-,-,classical portico,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Cross gabled,-,-,-,-,September 13 2012,-,-,-,-,-,-,-,-
-,Excellent,1940,-,Single Family Residential Building,-,Single Family Residential Building,Good,No,-,-,-,15-12-214-003-0000,Yes,-,Garage,Excellent,Poor,No,Monroe Avenue,551,3,siding on dormers  shutters added,-,-,Tudor Revival,-,-,-,-,-,Brick,Vinyl Siding,-,-,-,-,-,-,-,-,-,1.5,-,-,-,stone at entry  bay window,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Front Gabled,-,-,-,-,September 13 2012,Gable Front Cottage/House,-,-,-,-,-,-,-
